Sale_ID,Date,Brand,Model,Year,Price,Quantity,City,Salesperson,Payment_Method,Customer_Age,Revenue
533,2025-02-08,Mercedes,C-Class,2020,53000.0,2,Amman,Yousef,Installment,58.0,106000.0
534,2025-05-11,Honda,Accord,2023,27700.0,1,Salt,Noor,Credit Card,36.0,27700.0
535,2025-01-06,Ford,Focus,2025,26300.0,1,Madaba,Dana,Bank Transfer,30.0,26300.0
536,2025-09-12,Mercedes,GLC,2023,62900.0,3,Salt,Noor,Installment,45.0,188700.0
537,2025-01-13,Honda,Civic,2025,25500.0,2,Salt,Khaled,Credit Card,40.0,51000.0
538,2025-09-30,Hyundai,Elantra,2020,20300.0,1,Irbid,Dana,Credit Card,47.0,20300.0
539,2025-04-21,Kia,Sportage,2025,32400.0,1,Zarqa,Yousef,Bank Transfer,57.0,32400.0
540,2025-09-03,Toyota,Corolla,2024,22100.0,1,Irbid,Khaled,Cash,50.0,22100.0
541,2025-09-26,Honda,Civic,2021,24700.0,1,Zarqa,Yousef,Credit Card,41.0,24700.0
542,2025-06-29,Honda,Civic,2022,26200.0,1,Irbid,Lina,Bank Transfer,43.0,26200.0
543,2025-07-01,Hyundai,Sonata,2020,31100.0,1,Jerash,Ahmad,Installment,55.0,31100.0
544,2025-08-25,Mercedes,E-Class,2020,66000.0,2,Madaba,Ahmad,,28.0,132000.0
545,2025-07-09,Mercedes,E-Class,2023,66800.0,1,Zarqa,Sara,Bank Transfer,51.0,66800.0
546,2025-02-25,Toyota,Corolla,2021,25500.0,3,Madaba,Noor,Credit Card,58.0,76500.0
547,2025-08-15,Kia,Cerato,2022,21500.0,1,Zarqa,Sara,Installment,41.0,21500.0
548,2025-09-30,Mercedes,E-Class,2022,71500.0,1,Madaba,Sara,Installment,58.0,71500.0
549,2025-09-01,Hyundai,Sonata,2025,31800.0,1,Aqaba,Noor,Credit Card,56.0,31800.0
550,2025-04-15,BMW,3 Series,2023,51000.0,1,Aqaba,Khaled,Installment,39.0,51000.0
551,2025-10-11,BMW,X3,2025,52300.0,1,Amman,Omar,Credit Card,60.0,52300.0
552,2025-05-17,Toyota,RAV4,2023,33500.0,1,Jerash,Dana,Installment,32.0,33500.0
553,2025-03-08,Honda,CR-V,2025,34000.0,1,Irbid,Dana,Credit Card,29.0,34000.0
554,2025-07-14,BMW,5 Series,2022,69700.0,3,Irbid,Sara,Installment,35.0,209100.0
555,2025-12-17,Mercedes,C-Class,2024,49300.0,1,Irbid,Lina,Installment,43.0,49300.0
556,2025-06-07,Hyundai,Tucson,2020,30000.0,1,Zarqa,Omar,Cash,45.0,30000.0
557,2025-10-21,Hyundai,Elantra,2023,20100.0,3,Salt,Khaled,Credit Card,35.0,60300.0
558,2025-03-11,Ford,Focus,2024,23900.0,1,Amman,Sara,Installment,43.0,23900.0
559,2025-08-02,Hyundai,Tucson,2021,27300.0,1,Jerash,Dana,Bank Transfer,60.0,27300.0
560,2025-03-02,BMW,5 Series,2020,70300.0,1,Salt,Omar,Cash,57.0,70300.0
561,2025-02-28,Mercedes,C-Class,2025,48800.0,1,Irbid,Ahmad,Installment,50.0,48800.0
562,2025-08-08,Mercedes,GLC,2021,66700.0,3,Irbid,Noor,Cash,59.0,200100.0
563,2025-09-04,Honda,Accord,2024,28300.0,1,Jerash,Lina,Cash,32.0,28300.0
564,2025-11-17,Toyota,RAV4,2025,33900.0,1,Amman,Khaled,Credit Card,41.0,33900.0
565,2025-07-27,Honda,Civic,2025,25200.0,3,Madaba,Khaled,Cash,37.0,75600.0
566,2025-03-19,Ford,Fusion,2024,23500.0,1,Salt,Noor,Bank Transfer,34.0,23500.0
567,2025-08-29,Honda,Civic,2025,27100.0,3,Jerash,Yousef,Installment,55.0,81300.0
568,2025-08-05,Hyundai,Sonata,2024,31700.0,1,Irbid,Omar,Bank Transfer,25.0,31700.0
569,2025-05-26,BMW,5 Series,2025,65500.0,1,Aqaba,Ahmad,Cash,34.0,65500.0
570,2025-03-04,Ford,Focus,2023,21000.0,1,Zarqa,Khaled,Installment,55.0,21000.0
571,2025-05-02,Toyota,RAV4,2022,33900.0,1,Aqaba,Dana,Installment,37.0,33900.0
572,2025-05-21,Honda,CR-V,2021,30900.0,2,Madaba,Omar,Installment,34.0,61800.0
573,2025-07-27,Kia,Sportage,2025,28800.0,1,Aqaba,Dana,Credit Card,24.0,28800.0
574,2025-10-14,Kia,K5,2023,27500.0,1,Zarqa,Noor,Installment,44.0,27500.0
575,2025-09-21,Honda,CR-V,2020,32800.0,1,Jerash,Dana,Installment,59.0,32800.0
576,2025-08-18,BMW,3 Series,2020,45900.0,1,Irbid,Omar,Cash,49.0,45900.0
577,2025-12-16,Honda,Accord,2022,33600.0,3,Madaba,Dana,Credit Card,24.0,100800.0
578,2025-09-28,Kia,Sportage,2025,29400.0,1,Irbid,Dana,Cash,57.0,29400.0
579,2025-05-19,BMW,5 Series,2022,63900.0,1,Zarqa,Ahmad,Installment,24.0,63900.0
580,2025-01-22,Honda,Civic,2020,23400.0,1,Amman,Lina,Credit Card,31.0,23400.0
581,2025-03-17,Kia,Sportage,2021,27500.0,2,Jerash,Noor,Cash,38.0,55000.0
582,2025-03-24,Toyota,RAV4,2020,33600.0,1,Salt,Khaled,Cash,43.0,33600.0
583,2025-03-15,Ford,Focus,2023,21100.0,1,Madaba,Omar,Cash,50.0,21100.0
584,2025-04-26,Honda,CR-V,2020,30400.0,1,Irbid,Omar,Bank Transfer,31.0,30400.0
585,2025-03-05,Mercedes,C-Class,2024,59100.0,1,Irbid,Lina,Cash,38.0,59100.0
586,2025-01-18,Ford,Explorer,2022,38700.0,1,Zarqa,Yousef,Bank Transfer,46.0,38700.0
587,2025-03-17,Ford,Focus,2023,22200.0,1,Aqaba,Yousef,Installment,59.0,22200.0
588,2025-03-20,Ford,Fusion,2021,24800.0,1,Jerash,Dana,Bank Transfer,60.0,24800.0
589,2025-10-19,Hyundai,Elantra,2025,20300.0,3,Salt,Dana,Cash,46.0,60900.0
590,2025-05-31,Hyundai,Sonata,2024,29400.0,3,Madaba,Omar,Bank Transfer,57.0,88200.0
591,2025-10-02,Kia,Sportage,2023,33100.0,2,Salt,Omar,Cash,57.0,66200.0
592,2025-11-22,Mercedes,GLC,2023,62700.0,1,Jerash,Lina,Credit Card,42.0,62700.0
593,2025-10-02,BMW,3 Series,2025,42700.0,3,Jerash,Omar,Cash,49.0,128100.0
594,2025-11-25,Hyundai,Sonata,2023,31400.0,2,Jerash,Sara,Bank Transfer,58.0,62800.0
595,2025-02-19,Ford,Explorer,2020,35800.0,2,Irbid,Yousef,Installment,43.0,71600.0
596,2025-10-27,Ford,Explorer,2024,35200.0,2,Irbid,Yousef,Credit Card,29.0,70400.0
597,2025-12-07,BMW,X3,2023,66300.0,1,Salt,Khaled,Bank Transfer,51.0,66300.0
598,2025-07-13,Kia,K5,2022,26800.0,1,Aqaba,Dana,Cash,52.0,26800.0
599,2025-12-07,Ford,Explorer,2024,38800.0,1,Aqaba,Khaled,Credit Card,32.0,38800.0
600,2025-02-16,Honda,Civic,2020,25300.0,1,Aqaba,Yousef,Credit Card,27.0,25300.0
601,2025-10-23,BMW,5 Series,2023,56300.0,1,Irbid,Sara,Bank Transfer,23.0,56300.0
602,2025-11-01,Hyundai,Tucson,2021,33600.0,1,Irbid,Lina,Credit Card,50.0,33600.0
603,2025-09-23,Hyundai,Sonata,2023,30500.0,3,Aqaba,Omar,Installment,53.0,91500.0
604,2025-09-03,Kia,Cerato,2025,19700.0,3,Salt,Noor,Cash,40.0,59100.0
605,2025-06-09,BMW,X3,2022,62500.0,1,Irbid,Ahmad,Credit Card,32.0,62500.0
606,2025-08-14,Toyota,Camry,2020,32500.0,1,Aqaba,Khaled,Installment,22.0,32500.0
607,2025-06-08,Toyota,RAV4,2023,38700.0,1,Amman,Noor,Credit Card,49.0,38700.0
608,2025-04-20,Honda,Civic,2023,23100.0,3,Madaba,Yousef,Credit Card,44.0,69300.0
609,2025-06-22,Ford,Fusion,2021,25700.0,2,Aqaba,Noor,Credit Card,36.0,51400.0
610,2025-01-18,Kia,Cerato,2020,23200.0,2,,Sara,Bank Transfer,52.0,46400.0
611,2025-04-14,Kia,Sportage,2022,35000.0,3,Zarqa,Noor,Bank Transfer,51.0,105000.0
612,2025-03-28,Ford,Fusion,2023,25200.0,3,Madaba,Yousef,Bank Transfer,52.0,75600.0
613,2025-04-08,Honda,Civic,2020,25100.0,2,Salt,Yousef,Bank Transfer,43.0,50200.0
614,2025-09-30,Mercedes,E-Class,2022,59800.0,1,Aqaba,Sara,Credit Card,43.0,59800.0
615,2025-10-12,Kia,Sportage,2023,32000.0,1,Madaba,Khaled,Cash,51.0,32000.0
616,2025-03-30,Ford,Fusion,2024,29800.0,1,Jerash,Ahmad,Installment,43.0,29800.0
617,2025-02-23,Mercedes,GLC,2025,61000.0,3,Irbid,Dana,Bank Transfer,40.0,183000.0
618,2025-04-21,Ford,Explorer,2020,37700.0,3,Amman,Ahmad,Credit Card,49.0,113100.0
619,2025-05-11,Hyundai,Sonata,2024,29900.0,1,Aqaba,Sara,Cash,47.0,29900.0
620,2025-08-31,Hyundai,Elantra,2023,23800.0,2,Madaba,Sara,Credit Card,47.0,47600.0
621,2025-03-27,Kia,Sportage,2024,32900.0,1,Aqaba,Lina,Bank Transfer,42.0,32900.0
622,2025-08-28,Mercedes,GLC,2023,62800.0,1,Zarqa,Omar,Bank Transfer,33.0,62800.0
623,2025-09-25,Hyundai,Elantra,2023,23200.0,1,Jerash,Khaled,Bank Transfer,34.0,23200.0
624,2025-10-02,Mercedes,E-Class,2021,74900.0,1,Madaba,Noor,Installment,58.0,74900.0
625,2025-02-21,Toyota,Camry,2023,34800.0,1,Madaba,Khaled,Installment,27.0,34800.0
626,2025-06-03,Mercedes,GLC,2024,70100.0,2,Madaba,Noor,Installment,57.0,140200.0
627,2025-04-28,Ford,Focus,2020,26300.0,3,Madaba,Ahmad,Installment,24.0,78900.0
628,2025-08-03,Mercedes,C-Class,2025,50100.0,2,Salt,Khaled,Credit Card,48.0,100200.0
629,2025-12-19,Mercedes,GLC,2020,59900.0,3,Aqaba,Noor,Credit Card,55.0,179700.0
630,2025-04-03,Ford,Focus,2022,23000.0,2,Salt,Khaled,Credit Card,45.0,46000.0
631,2025-03-05,Mercedes,E-Class,2021,71100.0,3,Madaba,Lina,Credit Card,58.0,213300.0
632,2025-07-29,Honda,Civic,2021,26900.0,1,Amman,Ahmad,Credit Card,30.0,26900.0
633,2025-11-04,Toyota,RAV4,2024,32800.0,1,Amman,Ahmad,Installment,54.0,32800.0
634,2025-09-17,Hyundai,Elantra,2023,20600.0,1,Amman,Khaled,Credit Card,29.0,20600.0
635,2025-09-01,Kia,Sportage,2024,29400.0,2,Zarqa,Sara,Bank Transfer,52.0,58800.0
636,2025-01-16,Ford,Focus,2021,21300.0,3,Zarqa,Khaled,Bank Transfer,51.0,63900.0
637,2025-02-08,Hyundai,Elantra,2020,22500.0,1,Amman,Lina,Credit Card,50.0,22500.0
638,2025-01-18,Ford,Explorer,2021,41000.0,2,Irbid,Yousef,Bank Transfer,27.0,82000.0
639,2025-08-25,Kia,Cerato,2021,24100.0,1,Madaba,Noor,Installment,28.0,24100.0
640,2025-01-30,Ford,Explorer,2024,38800.0,3,Amman,Omar,Cash,30.0,116400.0
641,2025-09-03,Kia,K5,2025,23900.0,1,Salt,Lina,Bank Transfer,49.0,23900.0
642,2025-06-29,Toyota,RAV4,2025,35100.0,1,Jerash,Yousef,Installment,38.0,35100.0
643,2025-07-05,Mercedes,GLC,2022,61200.0,3,Amman,Lina,Bank Transfer,51.0,183600.0
644,2025-04-08,BMW,X3,2023,54200.0,2,Salt,Dana,Credit Card,,108400.0
645,2025-03-26,Hyundai,Tucson,2025,30200.0,1,Jerash,Sara,Installment,51.0,30200.0
646,2025-04-29,Ford,Explorer,2023,38700.0,1,Amman,Ahmad,Credit Card,42.0,38700.0
647,2025-11-26,Kia,Sportage,2024,33700.0,1,Zarqa,Khaled,Credit Card,35.0,33700.0
648,2025-09-23,Honda,Civic,2022,23100.0,1,Aqaba,Yousef,Bank Transfer,55.0,23100.0
649,2025-03-08,Ford,Explorer,2025,39700.0,1,Jerash,Omar,Installment,24.0,39700.0
650,2025-07-14,Mercedes,C-Class,2022,46800.0,3,Amman,Lina,Credit Card,33.0,140400.0
651,2025-01-01,Kia,Cerato,2025,23100.0,1,Irbid,Sara,Installment,28.0,23100.0
652,2025-07-07,Toyota,Corolla,2021,22200.0,1,Irbid,Noor,Installment,34.0,22200.0
653,2025-01-25,Toyota,Corolla,2022,25600.0,3,Irbid,Noor,Cash,34.0,76800.0
654,2025-04-02,Hyundai,Sonata,2022,24700.0,1,Zarqa,Dana,Bank Transfer,52.0,24700.0
655,2025-10-29,Honda,Civic,2023,25900.0,2,Amman,Omar,Installment,23.0,51800.0
656,2025-01-25,BMW,5 Series,2025,62800.0,3,Aqaba,Noor,Credit Card,38.0,188400.0
657,2025-04-24,BMW,5 Series,2024,62500.0,2,Jerash,Ahmad,Bank Transfer,31.0,125000.0
658,2025-08-04,Mercedes,GLC,2024,65000.0,3,Amman,Ahmad,Bank Transfer,42.0,195000.0
659,2025-12-14,Honda,Accord,2022,29100.0,2,Aqaba,Sara,Cash,39.0,58200.0
660,2025-02-06,Hyundai,Tucson,2023,33400.0,1,Irbid,Sara,Credit Card,55.0,33400.0
661,2025-06-22,Ford,Focus,2025,23500.0,2,Madaba,Dana,Installment,42.0,47000.0
662,2025-05-14,Kia,K5,2024,31000.0,1,Jerash,Sara,Installment,43.0,31000.0
663,2025-12-09,Mercedes,GLC,2025,69100.0,1,,Ahmad,Cash,59.0,69100.0
664,2025-10-30,Honda,CR-V,2024,32000.0,1,Zarqa,Omar,Bank Transfer,40.0,32000.0
665,2025-11-09,Mercedes,E-Class,2022,72600.0,3,Jerash,Yousef,Credit Card,60.0,217800.0
666,2025-09-03,Kia,Cerato,2020,19200.0,3,Salt,Lina,Cash,48.0,57600.0
667,2025-05-14,Toyota,Camry,2020,30000.0,1,Zarqa,Ahmad,Cash,58.0,30000.0
668,2025-12-21,Ford,Focus,2022,23900.0,1,Amman,Dana,Bank Transfer,38.0,23900.0
669,2025-06-02,Toyota,Corolla,2024,22800.0,1,Salt,Ahmad,Installment,54.0,22800.0
670,2025-01-25,Toyota,Camry,2024,34100.0,1,Madaba,Sara,Cash,21.0,34100.0
671,2025-12-26,BMW,X3,2020,55200.0,2,Jerash,Omar,Credit Card,45.0,110400.0
672,2025-02-17,Kia,Cerato,2025,21800.0,1,,Khaled,Bank Transfer,30.0,21800.0
673,2025-11-25,Ford,Focus,2023,23800.0,2,Jerash,Khaled,Installment,60.0,47600.0
674,2025-09-29,Toyota,Corolla,2020,23000.0,1,Jerash,Sara,Cash,25.0,23000.0
675,2025-04-03,Honda,Civic,2023,27500.0,1,Salt,Lina,Credit Card,30.0,27500.0
676,2025-04-27,Kia,Sportage,2020,34600.0,1,Zarqa,Sara,Cash,33.0,34600.0
677,2025-03-14,Hyundai,Elantra,2023,21500.0,2,Aqaba,Khaled,Credit Card,43.0,43000.0
678,2025-06-28,Honda,CR-V,2024,38500.0,1,Salt,Khaled,Bank Transfer,45.0,38500.0
679,2025-05-10,Honda,Accord,2023,29600.0,1,Amman,Yousef,Credit Card,59.0,29600.0
680,2025-03-23,Hyundai,Sonata,2025,27400.0,1,Zarqa,Noor,Installment,25.0,27400.0
681,2025-11-20,Mercedes,E-Class,2022,60000.0,1,Jerash,Ahmad,Installment,55.0,60000.0
682,2025-01-07,Honda,Accord,2020,31700.0,2,Madaba,Sara,Cash,45.0,63400.0
683,2025-03-21,Honda,Accord,2022,28400.0,2,Aqaba,Sara,Credit Card,37.0,56800.0
684,2025-02-03,Honda,Civic,2024,27900.0,1,Aqaba,Ahmad,Credit Card,44.0,27900.0
685,2025-12-03,BMW,X3,2025,61700.0,1,Madaba,Dana,Bank Transfer,46.0,61700.0
686,2025-03-16,Honda,CR-V,2025,32800.0,1,Madaba,Yousef,Credit Card,46.0,32800.0
687,2025-10-03,Kia,K5,2025,30600.0,1,Madaba,Sara,Bank Transfer,29.0,30600.0
688,2025-02-04,Kia,Cerato,2024,22700.0,2,Zarqa,Sara,Credit Card,60.0,45400.0
689,2025-03-28,Honda,CR-V,2020,34300.0,2,Amman,Sara,Bank Transfer,53.0,68600.0
690,2025-07-28,BMW,X3,2023,60100.0,1,Zarqa,Dana,Cash,52.0,60100.0
691,2025-11-13,Mercedes,GLC,2025,60300.0,3,Jerash,Khaled,Cash,44.0,180900.0
692,2025-12-01,Hyundai,Tucson,2021,29700.0,1,Jerash,Noor,Bank Transfer,35.0,29700.0
693,2025-12-27,BMW,X3,2022,60900.0,3,Irbid,Dana,Installment,52.0,182700.0
694,2025-02-03,Kia,K5,2023,27700.0,1,Madaba,Khaled,Installment,34.0,27700.0
695,2025-07-11,Toyota,Corolla,2021,22200.0,3,Salt,Ahmad,Credit Card,34.0,66600.0
696,2025-02-25,Mercedes,E-Class,2021,61200.0,1,Madaba,Yousef,Installment,41.0,61200.0
697,2025-05-02,Kia,Cerato,2025,19600.0,1,Amman,Sara,Cash,36.0,19600.0
698,2025-12-16,BMW,X3,2021,65600.0,1,Madaba,Ahmad,Bank Transfer,45.0,65600.0
699,2025-04-15,Kia,Cerato,2023,18500.0,1,Salt,Dana,Cash,25.0,18500.0
700,2025-12-08,BMW,3 Series,2021,42200.0,2,Madaba,Noor,Credit Card,49.0,84400.0
701,2025-04-07,Ford,Explorer,2025,43500.0,1,Amman,Dana,Installment,24.0,43500.0
702,2025-10-11,Kia,K5,2022,26500.0,1,Irbid,Ahmad,Bank Transfer,56.0,26500.0
703,2025-12-28,Hyundai,Sonata,2025,26400.0,1,Amman,Yousef,Installment,38.0,26400.0
704,2025-03-20,Ford,Focus,2020,23000.0,3,Irbid,Khaled,Credit Card,50.0,69000.0
705,2025-04-16,BMW,5 Series,2021,55200.0,1,Jerash,Dana,Credit Card,42.0,55200.0
706,2025-12-29,BMW,3 Series,2023,55100.0,2,Salt,Yousef,Credit Card,34.0,110200.0
707,2025-07-17,Toyota,RAV4,2023,41000.0,1,Aqaba,Dana,Bank Transfer,58.0,41000.0
708,2025-11-15,Toyota,Camry,2020,28400.0,1,Amman,Khaled,Installment,55.0,28400.0
709,2025-05-06,Ford,Fusion,2024,29000.0,2,Salt,Sara,Cash,54.0,58000.0
710,2025-09-30,Toyota,RAV4,2025,32300.0,1,Madaba,Noor,Bank Transfer,45.0,32300.0
711,2025-02-26,Honda,Accord,2025,32200.0,1,Aqaba,Omar,Bank Transfer,21.0,32200.0
712,2025-06-28,Hyundai,Elantra,2024,20100.0,1,Amman,Sara,Cash,36.0,20100.0
713,2025-12-02,Hyundai,Tucson,2024,30300.0,1,Aqaba,Ahmad,Installment,30.0,30300.0
714,2025-06-30,Mercedes,C-Class,2020,57000.0,2,Jerash,Lina,Bank Transfer,54.0,114000.0
715,2025-01-02,Ford,Focus,2023,24900.0,1,Irbid,Omar,Cash,37.0,24900.0
716,2025-05-09,Kia,K5,2025,29200.0,2,Madaba,Khaled,Cash,26.0,58400.0
717,2025-12-01,Mercedes,E-Class,2025,67400.0,1,Aqaba,Sara,Credit Card,53.0,67400.0
718,2025-05-10,Honda,Civic,2022,28400.0,3,Jerash,Omar,Cash,36.0,85200.0
719,2025-03-20,Honda,Accord,2025,30300.0,1,Zarqa,Khaled,Cash,54.0,30300.0
720,2025-11-10,Toyota,Corolla,2020,27100.0,1,Jerash,Omar,Bank Transfer,27.0,27100.0
721,2025-03-12,Toyota,Corolla,2024,23200.0,1,Irbid,Omar,Credit Card,56.0,23200.0
722,2025-04-25,Kia,K5,2023,24700.0,1,Jerash,Khaled,Credit Card,32.0,24700.0
723,2025-11-16,Toyota,RAV4,2025,39700.0,1,Madaba,Sara,Credit Card,22.0,39700.0
724,2025-10-05,Honda,Accord,2024,29200.0,2,Jerash,Omar,Cash,31.0,58400.0
725,2025-06-15,BMW,3 Series,2024,46900.0,3,Amman,Yousef,Installment,60.0,140700.0
726,2025-05-10,Ford,Focus,2020,21700.0,1,Amman,Lina,Credit Card,44.0,21700.0
727,2025-07-22,Toyota,Corolla,2020,22200.0,1,Salt,Yousef,Credit Card,49.0,22200.0
728,2025-04-11,BMW,3 Series,2020,44800.0,2,Salt,Omar,Cash,29.0,89600.0
729,2025-02-16,Ford,Focus,2024,22300.0,1,Zarqa,Lina,Cash,33.0,22300.0
730,2025-12-12,Honda,CR-V,2023,32000.0,1,Aqaba,Omar,Cash,46.0,32000.0
731,2025-05-11,BMW,5 Series,2023,65000.0,3,Irbid,Ahmad,Credit Card,39.0,195000.0
732,2025-12-29,Toyota,Corolla,2023,26400.0,1,Amman,Khaled,Credit Card,55.0,26400.0
733,2025-07-08,Hyundai,Elantra,2025,23100.0,2,Madaba,Noor,Cash,45.0,46200.0
734,2025-05-14,BMW,5 Series,2021,64300.0,2,Aqaba,Dana,Bank Transfer,34.0,128600.0
735,2025-01-26,Mercedes,E-Class,2021,70800.0,1,Amman,Yousef,Installment,23.0,70800.0
736,2025-10-13,Hyundai,Elantra,2021,25000.0,2,Amman,Lina,Credit Card,53.0,50000.0
737,2025-05-29,Kia,K5,2025,27000.0,1,Aqaba,Dana,Installment,60.0,27000.0
738,2025-10-06,BMW,5 Series,2020,60600.0,3,Amman,Noor,Installment,22.0,181800.0
739,2025-10-23,Hyundai,Tucson,2025,31300.0,2,Irbid,Dana,Installment,34.0,62600.0
740,2025-07-11,Mercedes,E-Class,2023,71700.0,3,Aqaba,Noor,Credit Card,32.0,215100.0
741,2025-03-12,Hyundai,Tucson,2025,31200.0,1,Zarqa,Noor,Installment,47.0,31200.0
742,2025-03-10,Kia,Sportage,2024,33800.0,1,Zarqa,Khaled,Installment,23.0,33800.0
743,2025-04-03,BMW,3 Series,2024,49200.0,1,Madaba,Ahmad,Credit Card,41.0,49200.0
744,2025-02-04,Kia,Cerato,2022,22500.0,1,Jerash,Noor,Bank Transfer,34.0,22500.0
745,2025-06-18,BMW,5 Series,2023,56100.0,1,Irbid,Omar,Cash,37.0,56100.0
746,2025-12-20,Mercedes,E-Class,2022,68700.0,2,Irbid,Yousef,Credit Card,24.0,137400.0
747,2025-11-26,BMW,3 Series,2022,54200.0,1,Irbid,Noor,Installment,31.0,54200.0
748,2025-05-19,Honda,Civic,2023,25300.0,1,Aqaba,Yousef,Installment,30.0,25300.0
749,2025-12-08,Kia,Cerato,2021,21000.0,1,Salt,Lina,Credit Card,50.0,21000.0
750,2025-02-13,Honda,CR-V,2020,32900.0,3,Madaba,Lina,Credit Card,26.0,98700.0
751,2025-09-23,Toyota,RAV4,2021,32300.0,1,Salt,Dana,Credit Card,41.0,32300.0
752,2025-11-09,Toyota,Camry,2020,30900.0,2,Aqaba,Dana,Installment,47.0,61800.0
753,2025-10-09,BMW,5 Series,2020,67400.0,1,Amman,Sara,Bank Transfer,54.0,67400.0
754,2025-08-01,Toyota,Camry,2024,33300.0,1,Irbid,Omar,Bank Transfer,53.0,33300.0
755,2025-09-03,Kia,K5,2023,27000.0,1,Irbid,Noor,Credit Card,44.0,27000.0
756,2025-06-26,Kia,K5,2023,25400.0,2,Zarqa,Omar,Credit Card,46.0,50800.0
757,2025-02-11,Hyundai,Elantra,2024,23500.0,2,Zarqa,Omar,Cash,50.0,47000.0
758,2025-05-20,Mercedes,E-Class,2022,65000.0,1,Irbid,Yousef,Cash,28.0,65000.0
759,2025-12-05,BMW,3 Series,2024,44400.0,3,Salt,Sara,Credit Card,60.0,133200.0
760,2025-04-18,Mercedes,E-Class,2021,73600.0,1,Aqaba,Omar,Cash,57.0,73600.0
761,2025-03-29,Ford,Fusion,2024,25600.0,1,Aqaba,Dana,Bank Transfer,60.0,25600.0
762,2025-11-26,Ford,Focus,2024,23600.0,1,Aqaba,Yousef,Cash,35.0,23600.0
763,2025-12-07,BMW,X3,2023,61600.0,2,Madaba,Ahmad,Installment,31.0,123200.0
764,2025-12-07,Hyundai,Sonata,2024,24900.0,3,Salt,Yousef,Cash,47.0,74700.0
765,2025-09-12,Honda,Civic,2022,23400.0,3,Aqaba,Dana,Installment,51.0,70200.0
766,2025-12-23,Kia,K5,2020,23800.0,1,Amman,Lina,Cash,32.0,23800.0
767,2025-07-16,Kia,K5,2023,26600.0,1,Irbid,Noor,Credit Card,33.0,26600.0
768,2025-02-11,Honda,Accord,2024,31900.0,1,Madaba,Lina,Cash,53.0,31900.0
769,2025-06-20,Honda,Civic,2024,28300.0,1,Amman,Khaled,Credit Card,35.0,28300.0
770,2025-01-04,Kia,Cerato,2022,19900.0,1,Jerash,Omar,Installment,60.0,19900.0
771,2025-01-09,Hyundai,Elantra,2023,20800.0,3,Salt,Yousef,Credit Card,55.0,62400.0
772,2025-09-17,Ford,Explorer,2020,37800.0,1,Salt,Ahmad,Bank Transfer,35.0,37800.0
773,2025-08-22,Hyundai,Sonata,2023,26400.0,1,Amman,Khaled,Installment,46.0,26400.0
774,2025-09-03,Toyota,RAV4,2022,40100.0,1,Jerash,Omar,Cash,58.0,40100.0
775,2025-11-20,Honda,Accord,2023,32100.0,1,Jerash,Khaled,Credit Card,44.0,32100.0
776,2025-03-21,Honda,Accord,2022,30600.0,1,Amman,Khaled,Cash,35.0,30600.0
777,2025-08-02,Mercedes,E-Class,2023,68600.0,1,Amman,Noor,Credit Card,32.0,68600.0
778,2025-12-09,Honda,Civic,2023,27900.0,1,Madaba,Yousef,Installment,35.0,27900.0
779,2025-02-06,Honda,Civic,2024,24000.0,1,Salt,Sara,Credit Card,38.0,24000.0
780,2025-01-19,Ford,Fusion,2023,25000.0,2,Salt,Lina,Bank Transfer,24.0,50000.0
781,2025-02-11,Mercedes,E-Class,2021,66100.0,1,Amman,Yousef,Bank Transfer,25.0,66100.0
782,2025-05-08,BMW,5 Series,2021,66400.0,2,Zarqa,Yousef,Installment,21.0,132800.0
783,2025-02-18,Hyundai,Elantra,2025,20500.0,3,Amman,Ahmad,Cash,51.0,61500.0
784,2025-11-02,Hyundai,Elantra,2025,22100.0,1,Amman,Yousef,Credit Card,53.0,22100.0
785,2025-04-18,Ford,Focus,2022,23600.0,1,Irbid,Khaled,Credit Card,21.0,23600.0
786,2025-07-01,Honda,Accord,2022,31400.0,2,Amman,Lina,Cash,41.0,62800.0
787,2025-12-19,BMW,X3,2025,66000.0,1,Amman,Yousef,Bank Transfer,41.0,66000.0
788,2025-02-24,Mercedes,C-Class,2022,56000.0,3,Aqaba,Lina,Installment,54.0,168000.0
789,2025-03-28,Kia,Sportage,2025,30100.0,3,Amman,Ahmad,Cash,22.0,90300.0
790,2025-11-11,Mercedes,GLC,2025,56300.0,1,Aqaba,Ahmad,Cash,47.0,56300.0
791,2025-11-21,Honda,Accord,2025,32000.0,1,Jerash,Omar,Cash,27.0,32000.0
792,2025-07-16,Toyota,RAV4,2023,32600.0,2,Madaba,Lina,Installment,44.0,65200.0
793,2025-05-26,Kia,Cerato,2023,21600.0,3,Irbid,Ahmad,Bank Transfer,32.0,64800.0
794,2025-10-06,BMW,3 Series,2025,52200.0,1,Amman,Ahmad,Bank Transfer,52.0,52200.0
795,2025-08-02,Hyundai,Elantra,2023,22200.0,3,Zarqa,Sara,Cash,32.0,66600.0
796,2025-01-10,Hyundai,Elantra,2024,20700.0,1,Jerash,Sara,Bank Transfer,52.0,20700.0
797,2025-08-08,Ford,Explorer,2023,39700.0,1,Irbid,Sara,Bank Transfer,49.0,39700.0
798,2025-02-07,BMW,5 Series,2025,65600.0,2,Zarqa,Khaled,Cash,29.0,131200.0
799,2025-08-08,Ford,Explorer,2022,44400.0,3,Madaba,Lina,Bank Transfer,40.0,133200.0
